0,1,2,3,4,5,6,7,8,9,10,11,12
0.00213616813152,0.101626254221793,0.002990650424674,0.007772253604688,0.284639548419542,0.009746578028298,0.015643866519348,0.010187429024236,0.032171111661987,0.516476036730842,0.006037311493735,0.010572791739339,0
0.003987996692696,0.327666466117,0.006883841657941,0.004926979325612,0.237709096937084,0.019991137144442,0.054547614822043,0.007720164393396,0.023906246175066,0.274834146896874,0.005633977200164,0.032192332637683,0
0.004114301638714,0.110341461146941,0.009559993585084,0.020323860581114,0.307376026865923,0.047292704622718,0.020832193586167,0.012995036481907,0.018767055307463,0.428795476237195,0.004188157994939,0.015413731951836,0
0.003287205471703,0.028780205631103,0.004969764321616,0.00540747317819,0.562290310567582,0.036885547315964,0.006620281402012,0.005879601454521,0.031460861350071,0.253786312894486,0.003969052118049,0.056663384294703,0
0.003665217584882,0.087744118406606,0.003689128616685,0.004988161992201,0.365131674172769,0.034976604200525,0.046467411416021,0.008840381069084,0.041293567729345,0.349879784376952,0.009323291811665,0.044000658623265,0
0.002487888168022,0.116388898623188,0.025696092030978,0.026081412406993,0.502685076846096,0.03257647162993,0.034399659375387,0.007709135052526,0.007243570104592,0.212675002465379,0.003868593373209,0.028188199923699,0
0.002422757007561,0.0293683516479,0.001956255410235,0.015026825248781,0.280965175679683,0.02774387431709,0.013259677747576,0.010490583817344,0.046360669387088,0.533657004761733,0.00801178259339,0.030737042381619,0
0.002649449332501,0.13913109417888,0.00421007195876,0.005871858323363,0.351959239641625,0.01879065041011,0.022916987465141,0.008772827324552,0.046144717785094,0.334716818747074,0.004377693683506,0.060458591149395,0
0.002436019885553,0.186894328915503,0.072640242143153,0.016389856060492,0.165660479312945,0.013855877210691,0.027891935365227,0.011639997042851,0.058166412171406,0.353180703743138,0.006834685193592,0.084409462955448,0
0.005317474792949,0.102899670086532,0.007726285740899,0.017058542618043,0.350087538702792,0.029612276189995,0.026452015274033,0.006181939835861,0.082938093421506,0.252882015196912,0.01122134627447,0.107622801866007,0
0.003746506341573,0.284804989522229,0.011187691981496,0.004432235422123,0.350666895834141,0.012432402396236,0.011617996430432,0.005213611945322,0.00880697736055,0.239979221203969,0.003220667902677,0.063890803659252,0
0.007554335350569,0.124719154443584,0.008318952990372,0.008711144836731,0.334226991622071,0.038642406151908,0.013153790215465,0.004778207525737,0.034971702664049,0.344823557049208,0.006114034734081,0.073985722416225,0
0.003439599279521,0.088766621637302,0.003841417266791,0.011938735575803,0.551906812911024,0.0379610314815,0.010073030333782,0.010459702180021,0.040946694211359,0.197518543576292,0.004131812753422,0.039015998793182,0
0.003607253366299,0.070149467206785,0.003475861027215,0.011059430528735,0.49289028980348,0.020936052391302,0.016809957928371,0.005199223721154,0.05454202963373,0.292498602680621,0.003093614902119,0.025738216810188,0
0.002618041361706,0.112315299783117,0.004769088094867,0.011202511592209,0.276746563934187,0.019663797700422,0.032780975746703,0.013404314122245,0.038576579646469,0.466644435824344,0.008084472033351,0.013193920160381,0
0.002008550298618,0.289375067622996,0.019398738610894,0.004865191273285,0.218848506159152,0.007951247688909,0.004112555589164,0.007227564720137,0.034746775669802,0.351649245342989,0.003007697745569,0.056808859278484,0
0.01336344533935,0.197037265129943,0.029343404773933,0.005927593688983,0.384711965226416,0.034794109744195,0.021245458357405,0.009132188567781,0.076272081905772,0.139082497923895,0.023541641279291,0.065548348063037,0
0.001717792059043,0.274428823579432,0.002163330306037,0.003002577758341,0.09625942932855,0.001993592143592,0.002095711994931,0.004832288041166,0.041098870983647,0.557156683154595,0.00574625866169,0.009504641988975,0
0.002171313774061,0.218556518562274,0.003469943503041,0.002887579796599,0.206373637679668,0.005101264782991,0.015472751958047,0.005028096146869,0.014247172844493,0.497644894695346,0.005254340729983,0.023792485526629,0
0.004276970398512,0.119242922909941,0.010309871917856,0.027911322337914,0.357069871608987,0.02040089679889,0.069953006218371,0.018049406735165,0.010188655882766,0.338101969041033,0.009837784096915,0.01465732205365,0
0.002163742817525,0.076976179899624,0.002273966363123,0.002910929641154,0.18654640517649,0.004616446842406,0.004109018969034,0.017373109103841,0.052861586056301,0.626755615941385,0.010081627602477,0.013331371586641,0
0.003460979791166,0.10992627058569,0.011485651366872,0.004373703700927,0.29026302831494,0.011943818863013,0.024220475624248,0.030516820691352,0.017488933594809,0.467630555225287,0.006665491521749,0.022024270719949,0
0.005342294477386,0.155447858361764,0.02198787616443,0.008678470578503,0.300889511581298,0.035556650356345,0.007751391503869,0.010158310404521,0.03681680210004,0.347753986923352,0.024076618075864,0.045540229472629,0
